ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code
2772875,HJ419162,06/10/2003 07:05:00 AM,074XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,true,false,0323,003,6,69,14
2773211,HJ419683,03/17/2003 12:10:00 AM,069XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0733,007,17,68,14
2773221,HJ415614,06/08/2003 03:30:00 PM,132XX S PRAIRIE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,0533,005,9,54,04B
2865898,HJ531514,07/21/2003 03:30:00 AM,012XX W CHASE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2423,024,49,1,08B
2773750,HJ420096,06/10/2003 10:00:00 AM,023XX S TROY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1033,010,24,30,06
2773786,HJ413557,06/07/2003 04:20:00 PM,0000X N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1122,011,28,26,08B
2773793,HJ420163,06/07/2003 03:00:00 PM,026XX S KILDARE AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,1031,010,22,30,06
2773909,HJ418895,06/09/2003 11:50:00 PM,057XX S DAMEN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0715,007,15,67,08A
2773953,HJ418312,06/08/2003 03:30:00 PM,045XX W GRAND AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,2533,025,37,23,06
2773961,HJ414425,06/08/2003 12:25:00 AM,018XX W 57TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0715,007,15,67,08B
2774100,HJ407373,06/04/2003 03:32:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0833,008,13,65,06
2774195,HJ419001,06/10/2003 01:35:00 AM,005XX N CLAREMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1313,012,26,24,08B
2774352,HJ411357,06/04/2003 10:00:00 AM,059XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1511,015,29,25,06
2774357,HJ418762,06/09/2003 10:26:00 PM,017XX N TALMAN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1421,014,1,24,03
2774952,HJ408587,06/05/2003 10:15:00 AM,076XX S CONSTANCE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, BUILDING",true,false,0414,004,8,43,15
2775177,HJ411749,06/06/2003 05:00:00 AM,044XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,false,false,1113,011,28,26,14
2775179,HJ420040,06/10/2003 07:30:00 AM,080XX S LANGLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0631,006,6,44,07
2775458,HJ400588,06/01/2003 01:40:00 PM,010XX N LAVERGNE AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,1531,015,37,25,18
2775874,HJ421221,06/11/2003 12:41:00 AM,006XX W EVERGREEN AVE,0460,BATTERY,SIMPLE,OTHER,false,false,1822,018,27,8,08B
2776157,HJ423092,06/10/2003 08:15:00 PM,021XX S ARCHER AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,2111,009,25,34,07
2776175,HJ423185,06/11/2003 04:00:00 AM,057XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0712,007,16,68,14
2776199,HJ418850,06/09/2003 11:00:00 PM,073XX S OGLESBY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0334,003,7,43,26
2776414,HJ421740,06/11/2003 02:00:00 AM,040XX N MASON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1624,016,38,15,14
2776430,HJ421593,06/11/2003 09:22:34 AM,002XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,true,false,0122,001,42,32,14
2776810,HJ423336,06/11/2003 11:15:00 PM,051XX N LOWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1712,017,39,14,14
2776922,HJ422590,06/11/2003 05:00:00 PM,070XX S PAXTON AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0331,003,5,43,08A
2776926,HJ423308,06/11/2003 09:45:00 PM,061XX S KILBOURN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,true,false,0813,008,13,65,04B
2776953,HJ398388,05/31/2003 10:23:00 AM,006XX N AVERS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1122,011,27,23,14
2777037,HJ408454,06/05/2003 09:05:00 AM,031XX W HARRISON ST,0460,BATTERY,SIMPLE,STREET,false,false,1134,011,28,27,08B
2777168,HJ423002,06/11/2003 08:30:45 PM,012XX S WABASH AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,true,false,0132,001,2,33,06
2777244,HJ398056,05/31/2003 04:14:00 AM,024XX N LAKE SHORE DR NB,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2333,019,43,7,18
2777353,HJ422453,06/11/2003 02:10:00 PM,093XX S STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0634,006,6,49,08B
2777467,HJ409046,06/05/2003 02:00:00 PM,007XX N LA SALLE DR,0890,THEFT,FROM BUILDING,OTHER,false,false,1832,018,42,8,06
2777653,HJ421736,06/10/2003 03:00:00 PM,020XX N OAKLEY AVE,0460,BATTERY,SIMPLE,STREET,false,false,1432,014,32,22,08B
2858002,HJ522392,07/27/2003 02:30:00 AM,023XX W NORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1424,014,1,24,14
2777718,HJ408066,06/04/2003 07:55:00 PM,011XX N CHRISTIANA AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1121,011,26,23,18
2777732,HJ421553,06/11/2003 07:30:00 AM,057XX S SANGAMON ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,true,0712,007,16,68,26
2777795,HJ396291,05/30/2003 11:57:46 AM,005XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2232,022,9,73,18
2777862,HJ424341,06/11/2003 11:30:00 PM,096XX S AVENUE L,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0432,004,10,52,07
2777886,HJ393435,05/28/2003 11:15:00 PM,113XX S INDIANA AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0531,005,9,49,18
2777979,HJ420501,06/10/2003 02:15:00 PM,0000X W 95TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0634,006,21,49,08B
2777988,HJ424533,04/15/2003 08:00:00 PM,022XX N CLEVELAND AVE,0499,BATTERY,AGGRAVATED DOMESTIC BATTERY,RESIDENCE,false,true,1812,018,43,7,04B
2777997,HJ424567,06/12/2003 11:30:00 AM,044XX S SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0912,009,14,58,06
2778016,HJ424636,06/12/2003 07:30:00 AM,003XX W 35TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,11,34,14
2778164,HJ425509,06/11/2003 10:22:00 PM,041XX W VAN BUREN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1132,011,24,26,26
2778287,HJ422234,06/11/2003 10:00:00 AM,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,0113,001,42,32,08A
2778289,HJ408917,06/05/2003 01:35:00 PM,064XX S MAPLEWOOD AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0825,008,15,66,08A
2778626,HJ424874,06/12/2003 06:18:33 PM,051XX N LEAVITT ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARK PROPERTY,true,false,2031,020,47,4,26
2778751,HJ424987,06/12/2003 06:27:22 PM,054XX N SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1712,017,40,13,08B
2779175,HJ420242,06/10/2003 02:29:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1833,018,42,8,06
2779465,HJ394388,05/29/2003 01:55:00 PM,041XX S WENTWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0935,009,3,37,18
2779524,HJ420652,06/10/2003 07:30:08 PM,114XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,0522,005,34,49,14
2779527,HJ426304,06/06/2003 11:00:00 AM,014XX W DIVISION ST,0890,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",false,false,1323,012,27,24,06
2779532,HJ422123,06/11/2003 02:10:00 PM,038XX W MAYPOLE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,1122,011,28,26,04B
2779756,HJ426474,06/12/2003 06:30:00 PM,079XX S ST LOUIS AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0834,008,18,70,06
2779988,HJ427253,06/01/2003 06:00:00 PM,002XX W ST PAUL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1814,018,43,7,06
2780062,HJ426890,06/13/2003 10:00:00 AM,018XX W 18TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1223,012,25,31,05
2780361,HJ425293,06/12/2003 09:00:00 PM,013XX W FARGO AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,2422,024,49,1,26
2780365,HJ425513,06/13/2003 12:00:00 AM,057XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0233,002,20,40,26
2780372,HJ419235,06/09/2003 11:45:00 AM,022XX W 81ST PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0835,008,18,70,06
2780375,HJ427272,06/13/2003 08:45:00 PM,033XX N CENTRAL PARK AVE,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,1732,017,35,21,05
2780501,HJ426327,06/13/2003 12:43:26 PM,057XX S KIMBARK AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2133,002,5,41,05
2780542,HJ426573,06/13/2003 02:30:00 PM,089XX S BUFFALO AVE,3960,INTIMIDATION,INTIMIDATION,SIDEWALK,false,false,0424,004,10,46,26
2780674,HJ427807,06/14/2003 03:12:43 AM,048XX S INDIANA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0224,002,3,38,04B
2780769,HJ427042,06/13/2003 05:30:00 PM,008XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1531,015,37,25,14
2781055,HJ426001,06/12/2003 02:30:00 PM,069XX S MERRILL AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,0331,003,5,43,08B
2781085,HJ425893,06/13/2003 08:30:00 AM,067XX S CHAPPEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0331,003,5,43,08B
2781910,HJ428127,06/14/2003 09:00:00 AM,102XX S PROSPECT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2213,022,19,72,08B
2781968,HJ429552,06/14/2003 10:01:41 PM,104XX S CENTRAL PARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2211,022,19,74,14
2782125,HJ430403,06/14/2003 10:45:00 PM,030XX N ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1411,014,35,21,06
2782355,HJ425973,06/13/2003 09:00:00 AM,017XX N LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2535,025,26,22,05
2863,HK564062,08/18/2004 04:26:00 PM,021XX W 68TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0726,007,17,67,01A
2782758,HJ432028,06/15/2003 10:00:00 PM,005XX E 91ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0633,006,6,44,07
2782773,HJ432046,06/15/2003 11:00:00 PM,017XX E 83RD PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0412,004,8,45,07
2782853,HJ430019,06/15/2003 04:09:38 AM,011XX W THORNDALE AVE,0460,BATTERY,SIMPLE,STREET,false,false,2433,024,48,77,08B
2783009,HJ420413,06/10/2003 03:20:00 PM,025XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0832,008,15,66,08B
2783021,HJ406084,06/03/2003 11:46:22 PM,099XX S COMMERCIAL AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,ALLEY,true,false,0431,004,10,51,18
2783029,HJ430411,06/15/2003 10:30:00 AM,090XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,2221,022,21,73,14
2783161,HJ430928,06/15/2003 04:30:00 PM,086XX S MARQUETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0423,004,7,46,14
2783291,HJ431727,06/16/2003 12:29:07 AM,021XX W 19TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1223,012,25,31,08A
2783431,HJ431758,06/15/2003 10:10:00 PM,108XX S RACINE AVE,041B,BATTERY,AGGRAVATED: OTHER FIREARM,RESIDENCE,false,true,2234,022,34,75,04B
2783541,HJ430657,06/15/2003 01:45:00 PM,071XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0324,003,5,69,08B
2783557,HJ430972,06/15/2003 05:15:00 PM,073XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0334,003,7,43,08B
2783575,HJ419801,06/10/2003 01:14:00 PM,119XX S PRAIRIE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,0532,005,9,53,18
2783926,HJ432709,06/14/2003 05:30:00 PM,026XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1432,014,1,22,06
2783947,HJ432076,06/15/2003 12:30:00 AM,082XX S JUSTINE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0614,006,21,71,06
2783982,HJ431179,06/15/2003 06:35:00 PM,033XX W ARTHINGTON ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,true,false,1134,011,24,29,05
2784192,HJ433789,06/16/2003 07:15:00 PM,002XX N COLUMBUS DR,0870,THEFT,POCKET-PICKING,HOTEL/MOTEL,false,false,0124,001,42,32,06
2784689,HJ431187,06/15/2003 06:45:00 PM,014XX W 72ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0734,007,17,67,08B
2784742,HJ428267,06/15/2003 10:42:00 AM,079XX S HARVARD AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0623,006,17,44,03
2784756,HJ433560,06/15/2003 08:00:00 PM,112XX S ROCKWELL ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,2212,022,19,75,08A
2785001,HJ425531,06/13/2003 12:30:00 AM,054XX S ELSDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0822,008,23,62,08B
2785053,HJ425706,06/13/2003 04:45:00 AM,062XX S ROCKWELL ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0825,008,15,66,08A
2785100,HJ432821,06/16/2003 02:34:00 PM,048XX W DIVERSEY AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SMALL RETAIL STORE,true,false,2521,025,31,19,03
2785264,HJ412684,06/07/2003 06:50:00 AM,014XX S KEDZIE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1022,010,24,29,16
2785290,HJ432275,06/15/2003 07:15:00 PM,007XX E 47TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0222,002,4,38,08B
2785385,HJ434596,05/29/2003 03:30:00 PM,074XX S STONY ISLAND AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",STREET,false,false,0324,003,8,43,11
2785427,HJ428752,06/13/2003 10:00:00 PM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,018,42,8,06
2785838,HJ411970,06/06/2003 07:46:42 PM,038XX W ROOSEVELT RD,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1011,010,24,29,18
2785908,HJ425115,06/12/2003 08:00:00 PM,008XX N MICHIGAN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,true,false,1833,018,42,8,11
2786197,HJ436114,06/15/2003 12:00:00 PM,014XX E 55TH PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE PORCH/HALLWAY,false,false,2131,002,5,41,14
2786238,HJ431551,06/15/2003 09:30:00 PM,030XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1331,012,2,27,08B
2786354,HJ434771,06/01/2003 09:00:00 AM,034XX W 16TH ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,false,false,1021,010,24,29,06
2786631,HJ414412,06/07/2003 11:45:00 PM,061XX W IRVING PARK RD,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,true,false,1624,016,38,15,22
2786675,HJ436462,06/18/2003 04:15:00 AM,059XX S KEDZIE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,0822,008,16,66,03
2786723,HJ424972,06/12/2003 06:35:00 PM,039XX W GRENSHAW ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1132,011,24,29,18
2786821,HJ434132,06/17/2003 01:50:00 AM,015XX W SHERWIN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,2423,024,49,1,26
2787002,HJ433996,06/16/2003 10:10:00 PM,040XX W GRAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2534,025,30,23,03
2787235,HJ426241,06/13/2003 10:30:00 AM,036XX W 54TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,ALLEY,false,false,0822,008,23,62,11
2787315,HJ434413,06/17/2003 08:55:00 AM,009XX E HYDE PARK BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2124,002,4,39,05
2787421,HJ424292,06/12/2003 11:30:00 AM,022XX S KIRKLAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1013,010,22,29,08A
2787433,HJ436493,06/18/2003 05:32:30 AM,007XX S FEDERAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0132,001,2,32,08B
2787505,HJ434330,06/16/2003 08:00:00 PM,013XX W 31ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0924,009,11,60,14
2788513,HJ437798,06/18/2003 04:50:00 PM,107XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2234,022,34,75,08B
2788744,HJ436510,06/18/2003 06:14:00 AM,011XX W ARGYLE ST,0820,THEFT,$500 AND UNDER,STREET,true,false,2033,020,48,3,06
2788913,HJ436464,06/18/2003 04:17:01 AM,028XX W PETERSON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,2011,020,40,2,07
2789085,HJ437692,06/18/2003 04:18:00 PM,021XX E 71ST ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0333,003,5,43,06
2789304,HJ436740,06/18/2003 08:46:00 AM,005XX W 75TH ST,0810,THEFT,OVER $500,STREET,false,false,0621,006,17,69,06
2789491,HJ433509,06/16/2003 07:10:00 PM,065XX S BISHOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0725,007,17,67,14
2789700,HJ385976,05/25/2003 11:30:00 AM,008XX N TRUMBULL AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1121,011,27,23,18
2789765,HJ386447,05/25/2003 04:30:00 PM,047XX W VAN BUREN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1131,011,24,25,18
2789779,HJ426629,06/13/2003 03:45:00 PM,007XX N LOCKWOOD AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,1524,015,28,25,18
2789898,HJ438690,06/19/2003 01:28:32 AM,013XX S CANAL ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,GROCERY FOOD STORE,false,false,0131,001,2,28,06
2789995,HJ425948,06/13/2003 08:15:00 AM,037XX W ARMITAGE AVE,1565,SEX OFFENSE,INDECENT SOLICITATION/CHILD,SIDEWALK,false,false,2525,025,26,22,17
2790151,HJ440784,06/19/2003 10:05:00 PM,100XX S HOXIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0431,004,7,51,26
2790290,HJ437765,06/18/2003 11:20:00 AM,027XX W ADDISON ST,0560,ASSAULT,SIMPLE,STREET,false,false,1733,017,33,16,08A
2790329,HJ438695,06/19/2003 01:50:00 AM,060XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2433,024,48,77,06
2790383,HJ439250,06/18/2003 04:00:00 PM,048XX N MARINE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2024,020,48,3,07
2790648,HJ438388,06/18/2003 10:29:00 PM,020XX N WESTERN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,true,1432,014,32,22,04A
2790715,HJ439964,06/13/2003 04:00:00 PM,019XX N OAKLEY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1434,014,32,22,06
2790958,HJ435790,06/16/2003 11:30:00 PM,092XX S DOBSON AVE,0499,BATTERY,AGGRAVATED DOMESTIC BATTERY,RESIDENCE,false,false,0413,004,8,47,04B
2790967,HJ440126,06/19/2003 05:35:00 PM,109XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,0513,005,9,49,08A
2791100,HJ440907,06/19/2003 11:30:00 PM,030XX E 132ND ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0433,004,10,55,04B
2791336,HJ437962,06/18/2003 06:20:00 PM,056XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2531,025,29,25,08B
2791397,HJ421195,06/10/2003 10:00:00 PM,012XX N BURLING ST,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,1822,018,27,8,08A
2791433,HJ438629,06/19/2003 12:02:00 AM,019XX E 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0333,003,5,43,08B
2791475,HJ416696,06/09/2003 02:14:00 AM,048XX S PRAIRIE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0224,002,3,38,16
2791814,HJ441746,06/19/2003 03:00:00 PM,004XX E 87TH ST,0560,ASSAULT,SIMPLE,STREET,true,true,0632,006,6,44,08A
2791854,HJ432830,06/16/2003 02:45:00 PM,030XX N NEW ENGLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2511,025,36,18,26
2791894,HJ442256,06/20/2003 02:45:00 PM,037XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0211,002,3,35,07
2792314,HJ429927,06/15/2003 02:45:00 AM,031XX W 56TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,BANK,true,false,0824,008,14,63,14
2792387,HJ443304,06/21/2003 02:40:00 AM,012XX N GREENVIEW AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1433,014,1,24,02
2792615,HJ438907,06/19/2003 06:30:00 AM,007XX W 111TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,2233,022,34,49,04B
2792818,HJ431048,06/15/2003 05:37:50 PM,051XX S LAMON AVE,0810,THEFT,OVER $500,ALLEY,false,false,0814,008,23,56,06
2792872,HJ430790,06/14/2003 06:00:00 PM,049XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0821,008,14,57,06
2792878,HJ442956,06/20/2003 11:30:04 PM,073XX S DORCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0324,003,5,43,08B
2792895,HJ442622,06/20/2003 07:40:00 PM,002XX W 119TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,0522,005,34,53,14
2792904,HJ442929,06/20/2003 11:10:23 PM,028XX S HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1031,010,22,30,14
2872644,HJ540380,08/04/2003 05:00:00 PM,046XX N MARINE DR,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,true,false,2312,019,46,3,08B
2793131,HJ443237,06/21/2003 03:15:00 AM,010XX W 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0733,007,17,68,08B
2793207,HJ443478,06/21/2003 08:15:00 AM,005XX W 71ST ST,0499,BATTERY,AGGRAVATED DOMESTIC BATTERY,RESIDENCE,false,true,0732,007,6,68,04B
2793366,HJ444998,06/20/2003 10:15:00 PM,050XX S ARCHER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0815,008,14,57,03
2793380,HJ443265,06/21/2003 03:26:59 AM,036XX W DOUGLAS BLVD,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,true,false,1011,010,24,29,09
2793442,HJ444741,06/21/2003 08:57:09 PM,042XX S CHAMPLAIN AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0213,002,4,38,08B
2793464,HJ430566,06/15/2003 10:09:00 AM,100XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT/AIRCRAFT,false,false,1651,016,41,76,06
2793468,HJ444555,06/21/2003 07:15:00 PM,009XX W CORNELIA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2331,019,44,6,08A
2793638,HJ442789,06/20/2003 08:00:00 PM,042XX W 81ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0834,008,13,70,26
2793754,HJ442204,06/20/2003 04:30:00 PM,029XX E 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0422,004,7,46,14
2793872,HJ444370,06/21/2003 05:48:24 PM,026XX N CLYBOURN AVE,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,false,false,1931,019,32,7,06
